record_id,date,traffic_source,page_url,sessions,users,bounce_rate,session_duration,pages_per_session,conversions,goal_completions
13923,2026-04-20,Direct,/blog/how-to-choose-running-shoes,14,12,0.5279,321.1,1.69,1.0,1
14946,2026-05-11,Referral,/home,13,12,0.383,229.2,2.91,1.0,1
18936,2026-07-30,Referral,/contact,4,4,0.5904,95.4,2.2,0.0,0
17161,2026-06-24,Direct,/about-us,4,4,0.4585,203.1,2.19,0.0,0
14626,2026-05-04,Direct,/pricing,10,9,0.4176,242.6,2.39,2.0,2
16474,2026-06-11,Organic Search,/about-us,17,14,0.4503,136.4,2.84,0.0,0
17455,2026-06-30,Direct,/product/winter-jackets,8,7,0.3769,222.6,2.05,0.0,0
18114,2026-07-14,Organic Search,/product/winter-jackets,31,27,0.388,172.5,2.54,3.0,3
15188,2026-05-16,Paid Search,/product/backpacks,9,8,0.4934,130.1,2.1,1.0,1
18250,2026-07-16,Social,/pricing,6,5,0.5302,122.6,2.26,0.0,0
11843,2026-03-10,Organic Search,/about-us,10,9,0.5492,173.0,2.47,0.0,0
13959,2026-04-21,Social,/home,16,14,0.4953,121.3,1.85,0.0,0
13531,2026-04-13,Organic Search,/product/winter-jackets,24,20,0.4073,182.6,2.77,1.0,3
15064,2026-05-13,Social,/checkout,3,3,0.4158,130.4,1.35,0.0,0
11576,2026-03-04,Social,/blog/summer-sale-guide,8,7,0.7975,152.6,1.0,0.0,0
17364,2026-06-29,Organic Search,/product/running-shoes,30,26,0.3884,155.1,2.7,0.0,3
14050,2026-04-23,Referral,/product/running-shoes,16,14,0.4259,162.8,3.18,0.0,0
16041,2026-06-02,Paid Search,/checkout,3,3,0.2751,200.7,2.97,0.0,1
13752,2026-04-17,Referral,/product/backpacks,16,13,0.395,176.0,2.66,2.0,2
17297,2026-06-27,Social,/product/backpacks,7,7,0.5489,154.3,2.02,0.0,0
15455,2026-05-21,Social,/product/running-shoes,18,15,0.463,124.9,3.2,2.0,2
15179,2026-05-16,Organic Search,/blog/how-to-choose-running-shoes,14,12,0.5832,250.0,1.89,0.0,0
14900,2026-05-10,Referral,/product/backpacks,6,5,0.3546,213.6,3.37,0.0,0
14119,2026-04-24,Direct,/product/running-shoes,14,13,0.2636,282.1,3.17,1.0,1
15561,2026-05-23,Social,/contact,7,6,,66.0,1.0,,0
16526,2026-06-12,Organic Search,/pricing,20,17,0.3048,239.8,2.74,1.0,2
12742,2026-03-28,Organic Search,/checkout,4,4,0.2224,276.3,3.58,0.0,1
16391,2026-06-09,Referral,/product/winter-jackets,9,8,0.3832,228.5,2.36,0.0,1
15214,2026-05-16,Social,/checkout,4,4,0.4962,108.8,2.55,0.0,0
10208,2026-02-05,Organic Search,/contact,14,12,0.6638,,2.01,1.0,2
14157,2026-04-25,Referral,/checkout,2,2,0.2281,227.7,3.5,0.0,0
14269,2026-04-27,Direct,/product/running-shoes,8,7,0.2875,281.5,2.82,0.0,0
17156,2026-06-24,Direct,/product/running-shoes,16,14,0.3122,183.6,3.76,0.0,0
15285,2026-05-18,Paid Search,/product/running-shoes,16,15,0.5153,136.0,2.45,,4
15115,2026-05-14,Direct,/home,23,20,0.2302,237.1,3.23,1.0,3
18083,2026-07-13,Referral,/product/running-shoes,13,12,0.3713,228.4,2.8,0.0,0
18706,2026-07-25,Direct,/contact,3,3,0.5494,180.9,2.12,0.0,0
18132,2026-07-14,Referral,/home,18,17,0.2921,237.9,3.44,1.0,2
14938,2026-05-11,Paid Search,/product/winter-jackets,12,11,0.4199,175.8,2.79,1.0,2
15304,2026-05-18,Social,/home,21,19,0.5495,166.3,1.66,1.0,1
11659,2026-03-06,Paid Search,/checkout,3,3,0.3358,192.5,2.93,0.0,0
17285,2026-06-27,Referral,/product/running-shoes,10,9,0.3474,193.6,2.97,0.0,0
14924,2026-05-10,Direct,/pricing,5,4,0.2785,229.9,3.51,0.0,0
13250,2026-04-07,Referral,/home,19,18,0.2411,179.4,3.58,0.0,0
16920,2026-06-20,Organic Search,/product/backpacks,16,15,,158.8,2.99,1.0,1
11885,2026-03-10,Direct,/pricing,4,4,0.2669,212.8,3.26,0.0,0
17442,2026-06-30,Referral,/checkout,2,2,0.2354,259.7,3.63,0.0,0
12917,2026-03-31,Social,/blog/summer-sale-guide,13,12,0.7226,169.0,1.07,0.0,0
18584,2026-07-23,Referral,/blog/how-to-choose-running-shoes,11,10,0.499,236.1,2.66,0.0,0
13085,2026-04-04,Organic Search,/blog/how-to-choose-running-shoes,15,14,0.5705,230.9,1.24,1.0,1
15196,2026-05-16,Referral,/product/running-shoes,7,6,0.297,253.6,2.77,1.0,1
17262,2026-06-26,Direct,/pricing,5,5,0.2785,265.0,3.26,0.0,0
12181,2026-03-16,Direct,/about-us,7,6,0.4254,198.4,2.29,0.0,0
18464,2026-07-21,Organic Search,/blog/how-to-choose-running-shoes,28,26,0.6055,211.3,2.34,0.0,0
14915,2026-05-10,Social,/checkout,2,2,0.4199,141.0,3.62,0.0,1
14224,2026-04-26,Direct,/about-us,6,5,0.5149,151.8,2.13,0.0,0
12319,2026-03-19,Social,/blog/summer-sale-guide,5,4,0.7596,157.6,1.0,0.0,0
14083,2026-04-24,Organic Search,/blog/summer-sale-guide,20,19,0.5581,294.5,2.41,0.0,0
17628,2026-07-04,Paid Search,/blog/summer-sale-guide,16,15,0.7234,183.4,1.25,2.0,2
13332,2026-04-09,Organic Search,/product/winter-jackets,29,27,0.4931,205.9,1.96,0.0,0
10442,2026-02-09,Direct,/blog/how-to-choose-running-shoes,11,10,0.4542,287.7,2.34,1.0,1
17605,2026-07-03,Direct,/product/winter-jackets,16,13,0.3318,243.3,3.27,1.0,1
12353,2026-03-20,Paid Search,/checkout,4,3,0.3809,235.8,3.08,0.0,0
17076,2026-06-23,Paid Search,/home,29,24,0.328,147.4,4.11,1.0,1
11770,2026-03-08,Social,/product/winter-jackets,3,3,0.4824,159.6,2.44,0.0,0
14969,2026-05-11,Direct,/blog/how-to-choose-running-shoes,13,11,0.5707,302.3,1.84,1.0,1
10326,2026-02-07,Referral,/blog/summer-sale-guide,5,4,0.5797,256.1,1.75,1.0,1
10425,2026-02-09,Referral,/contact,4,4,0.5429,115.5,2.28,0.0,0
18520,2026-07-22,Paid Search,/home,22,20,0.5177,155.2,1.78,0.0,0
17314,2026-06-28,Organic Search,/product/running-shoes,31,26,0.3578,200.0,2.8,1.0,1
13865,2026-04-19,Social,/about-us,12,11,0.697,10.0,1.41,0.0,0
14807,2026-05-08,Social,/home,21,17,0.5677,89.2,1.63,0.0,0
14148,2026-04-25,Referral,/home,14,12,0.4006,222.5,,0.0,1
18156,2026-07-14,Direct,/blog/how-to-choose-running-shoes,10,10,0.5164,241.3,1.41,0.0,0
17968,2026-07-11,Organic Search,/about-us,14,12,0.6176,158.6,1.83,0.0,0
10868,2026-02-18,Referral,/blog/how-to-choose-running-shoes,5,4,0.5103,296.6,2.15,0.0,1
17290,2026-06-27,Referral,/about-us,7,6,0.4812,155.1,,0.0,0
10517,2026-02-11,Paid Search,/checkout,2,2,0.2924,196.4,3.4,0.0,0
10459,2026-02-10,Paid Search,/product/running-shoes,19,18,,194.4,1.73,2.0,2
18893,2026-07-29,Social,/blog/how-to-choose-running-shoes,14,13,0.7384,159.7,1.48,0.0,0
11663,2026-03-06,Referral,/product/backpacks,8,7,0.4191,213.5,2.93,0.0,0
14070,2026-04-23,Direct,/product/winter-jackets,9,8,0.3695,251.4,3.01,0.0,0
10019,2026-02-01,Paid Search,/pricing,2,2,0.5013,133.2,2.6,0.0,0
11650,2026-03-06,Paid Search,/home,19,17,0.5496,160.4,1.95,5.0,5
18579,2026-07-23,Paid Search,/checkout,5,5,0.3615,185.4,3.64,1.0,2
16722,2026-06-16,Organic Search,/blog/how-to-choose-running-shoes,38,36,0.6099,237.7,1.55,0.0,0
17685,2026-07-05,Referral,/product/winter-jackets,7,6,0.4362,174.1,2.22,0.0,1
17038,2026-06-22,Referral,/product/winter-jackets,10,9,0.4162,253.8,2.74,,0
12598,2026-03-25,Paid Search,/blog/how-to-choose-running-shoes,14,12,0.6979,200.2,1.62,1.0,1
13211,2026-04-06,Social,/product/running-shoes,26,22,0.6204,87.8,1.5,0.0,1
14234,2026-04-27,Organic Search,/about-us,14,12,0.4586,149.8,2.49,0.0,0
15177,2026-05-16,Organic Search,/product/winter-jackets,20,19,0.4286,184.6,2.58,2.0,2
10586,2026-02-12,Social,/pricing,4,4,0.4864,72.8,2.57,1.0,1
17467,2026-07-01,Organic Search,/blog/how-to-choose-running-shoes,36,33,0.5476,200.1,2.47,1.0,2
14755,2026-05-07,Referral,/contact,5,4,0.558,199.3,1.5,0.0,0
11939,2026-03-12,Organic Search,/product/backpacks,24,23,0.3726,186.3,2.69,3.0,4
14575,2026-05-03,Direct,/contact,1,1,0.4949,147.9,2.63,0.0,0
18946,2026-07-30,Social,/contact,7,6,0.7583,56.4,1.99,0.0,0
13158,2026-04-05,Referral,/pricing,1,1,0.2944,238.5,2.94,0.0,0
13018,2026-04-02,Social,/about-us,13,12,0.6721,40.7,1.0,0.0,0
11788,2026-03-09,Organic Search,/home,44,39,0.3996,200.2,2.49,4.0,6
13445,2026-04-11,Paid Search,/blog/summer-sale-guide,17,16,0.6131,229.7,2.07,0.0,0
13301,2026-04-08,Referral,/product/running-shoes,7,6,0.3089,179.5,2.64,0.0,0
14181,2026-04-26,Organic Search,/product/backpacks,18,16,0.3473,122.1,2.78,1.0,1
17176,2026-06-25,Paid Search,/product/running-shoes,21,19,0.4826,192.6,1.97,3.0,3
15017,2026-05-12,Direct,/product/winter-jackets,8,8,0.3432,233.9,2.81,0.0,0
18138,2026-07-14,Referral,/about-us,5,4,0.415,154.6,3.15,0.0,0
15721,2026-05-26,Direct,/contact,7,7,0.5215,138.3,2.12,0.0,0
13167,2026-04-05,Social,/contact,5,4,0.8162,10.0,1.0,0.0,0
12397,2026-03-21,Paid Search,/product/backpacks,3,3,0.4928,156.6,2.2,0.0,0
11866,2026-03-10,Referral,/checkout,2,2,0.3756,239.9,2.4,0.0,0
13086,2026-04-04,Organic Search,/blog/summer-sale-guide,8,8,0.6901,178.8,1.26,0.0,0
15652,2026-05-25,Referral,/pricing,8,7,0.3456,239.0,3.11,1.0,2
17488,2026-07-01,Referral,/blog/summer-sale-guide,10,9,0.5176,238.8,1.36,0.0,0
13948,2026-04-21,Paid Search,/checkout,6,5,0.2734,222.6,2.76,1.0,1
16489,2026-06-11,Referral,/product/running-shoes,12,11,0.2855,244.6,3.74,0.0,0
10123,2026-02-03,Referral,/product/winter-jackets,6,5,0.3442,222.8,2.18,0.0,0
11083,2026-02-22,Direct,/product/running-shoes,12,10,,257.1,3.44,2.0,2
12788,2026-03-29,Organic Search,/about-us,7,6,0.5424,174.8,1.75,0.0,0
16719,2026-06-16,Organic Search,/product/running-shoes,44,41,0.3247,185.8,2.59,0.0,2
18172,2026-07-15,Paid Search,/home,22,19,0.4015,110.1,2.15,1.0,2
16629,2026-06-14,Paid Search,/product/running-shoes,18,16,0.4352,,2.71,1.0,1
18285,2026-07-17,Referral,/product/backpacks,10,8,0.4141,210.8,2.55,2.0,2
12709,2026-03-27,Referral,/blog/summer-sale-guide,11,9,0.5267,259.7,2.57,0.0,0
11426,2026-03-01,Social,/blog/summer-sale-guide,6,6,0.8606,181.5,1.0,0.0,0
10404,2026-02-09,Organic Search,/about-us,7,7,0.6073,168.8,1.37,0.0,0
17986,2026-07-11,Referral,/blog/how-to-choose-running-shoes,10,9,0.5357,285.3,1.49,0.0,0
10644,2026-02-13,Direct,/about-us,10,8,0.4316,195.9,2.96,0.0,0
15032,2026-05-13,Organic Search,/contact,3,3,0.6092,129.0,1.58,0.0,0
10105,2026-02-03,Organic Search,/blog/how-to-choose-running-shoes,25,23,0.5239,250.4,2.45,1.0,1
12020,2026-03-13,Social,/blog/how-to-choose-running-shoes,6,5,0.7616,157.1,1.16,0.0,0
13319,2026-04-08,Social,/checkout,8,8,0.4565,145.7,3.31,2.0,2
18779,2026-07-27,Referral,/home,13,12,0.3097,240.3,2.81,0.0,0
14278,2026-04-28,Organic Search,/home,52,49,0.4428,201.2,2.49,2.0,3
18180,2026-07-15,Paid Search,/pricing,13,12,0.366,99.8,2.93,2.0,3
15373,2026-05-19,Direct,/checkout,6,5,0.2394,228.6,3.15,1.0,1
12801,2026-03-29,Paid Search,/checkout,2,2,0.3597,219.1,3.74,0.0,0
17917,2026-07-10,Organic Search,/blog/summer-sale-guide,29,26,0.5715,276.0,1.73,2.0,2
12609,2026-03-25,Referral,/blog/summer-sale-guide,6,5,0.5166,239.3,1.77,1.0,1
16878,2026-06-19,Paid Search,/product/running-shoes,23,21,0.4538,117.8,2.67,1.0,2
14259,2026-04-27,Social,/product/running-shoes,15,15,0.5201,87.9,2.08,1.0,1
13151,2026-04-05,Referral,/home,10,9,0.315,179.8,3.7,0.0,0
18625,2026-07-24,Paid Search,/about-us,12,11,0.55,142.2,2.26,0.0,0
17715,2026-07-06,Organic Search,/product/winter-jackets,30,25,0.4423,201.7,1.78,1.0,1
10756,2026-02-16,Paid Search,/product/winter-jackets,14,13,0.4922,195.9,3.07,,1
15602,2026-05-24,Referral,/pricing,5,4,0.335,246.1,3.67,0.0,0
18461,2026-07-21,Organic Search,/product/running-shoes,39,33,0.3268,222.1,2.99,0.0,1
12031,2026-03-13,Direct,/blog/summer-sale-guide,12,11,0.4559,267.9,2.24,0.0,0
11544,2026-03-04,Organic Search,/product/backpacks,14,12,0.3786,146.9,2.58,1.0,1
17602,2026-07-03,Social,/checkout,7,6,0.3793,169.7,2.56,0.0,1
11679,2026-03-06,Social,/checkout,3,3,,153.0,3.26,1.0,1
14613,2026-05-04,Social,/blog/summer-sale-guide,10,9,0.7421,149.4,1.0,0.0,0
18561,2026-07-23,Organic Search,/product/running-shoes,46,41,0.3938,160.7,2.28,5.0,7
10883,2026-02-18,Social,/checkout,5,4,0.4081,143.1,2.55,0.0,0
17597,2026-07-03,Social,/blog/how-to-choose-running-shoes,10,9,0.8271,127.7,1.03,0.0,0
14923,2026-05-10,Direct,/contact,5,4,0.5355,196.0,1.87,0.0,0
11390,2026-02-28,Direct,/pricing,6,5,0.2534,222.3,3.15,1.0,1
12270,2026-03-18,Social,/blog/summer-sale-guide,7,6,0.7239,117.4,1.88,0.0,0
13774,2026-04-17,Direct,/blog/summer-sale-guide,9,8,0.5541,213.3,1.84,1.0,1
15944,2026-05-31,Referral,/product/running-shoes,7,7,0.3007,251.7,3.18,0.0,0
10841,2026-02-17,Direct,/contact,1,1,0.4532,163.6,2.13,0.0,0
15757,2026-05-27,Social,/product/backpacks,7,7,0.5164,121.6,2.01,0.0,0
17886,2026-07-09,Referral,/product/backpacks,6,5,0.458,202.1,2.47,0.0,0
11483,2026-03-02,Direct,/product/winter-jackets,12,11,0.3117,250.3,2.79,0.0,0
18072,2026-07-13,Paid Search,/home,29,27,0.5144,170.4,1.0,0.0,1
14288,2026-04-28,Paid Search,/home,24,20,0.4564,178.9,1.95,1.0,1
14687,2026-05-06,Organic Search,/checkout,15,14,0.3359,176.7,2.14,0.0,0
15112,2026-05-14,Social,/contact,2,2,0.8272,71.3,1.8,0.0,0
11643,2026-03-06,Organic Search,/product/backpacks,17,15,250.0,146.2,2.3,0.0,0
10410,2026-02-09,Paid Search,/product/winter-jackets,17,16,0.4364,176.3,2.12,0.0,0
16668,2026-06-15,Organic Search,/home,46,41,0.3943,228.4,3.16,2.0,2
17002,2026-06-21,Social,/blog/summer-sale-guide,8,7,0.7608,159.9,1.52,0.0,0
16339,2026-06-08,Referral,/home,16,15,0.3508,201.3,2.44,0.0,0
12335,2026-03-20,Organic Search,/product/running-shoes,31,27,0.4329,211.2,2.63,5.0,6
10855,2026-02-18,Paid Search,/product/running-shoes,19,16,0.4535,177.0,2.89,1.0,3
17789,2026-07-07,Referral,/about-us,4,3,0.4904,195.8,1.68,0.0,0
15679,2026-05-26,Organic Search,/blog/summer-sale-guide,23,19,0.6178,227.2,1.94,1.0,1
16241,2026-06-06,Referral,/home,10,9,0.3373,185.4,2.96,0.0,0
10273,2026-02-06,Referral,/product/winter-jackets,11,10,0.3288,251.0,3.56,1.0,2
13192,2026-04-06,Paid Search,/product/winter-jackets,24,21,0.4383,202.0,1.82,1.0,1
12442,2026-03-22,Organic Search,/pricing,13,13,0.4029,239.4,3.23,1.0,3
18804,2026-07-27,Direct,/blog/summer-sale-guide,14,13,0.4861,278.8,2.65,,0
11061,2026-02-22,Paid Search,/checkout,3,3,0.2868,193.4,2.94,1.0,1
14197,2026-04-26,Paid Search,/checkout,3,3,0.2478,168.5,3.21,,0
14922,2026-05-10,Direct,/about-us,1,1,0.46,224.4,,0.0,0
11869,2026-03-10,Social,/product/winter-jackets,17,14,0.5277,104.5,2.01,0.0,0
10251,2026-02-06,Organic Search,/home,31,27,0.3114,242.1,3.04,1.0,1
10715,2026-02-15,Paid Search,/pricing,2,2,0.2571,194.1,3.35,0.0,0
11742,2026-03-08,Organic Search,/product/backpacks,13,11,0.3467,202.6,2.27,1.0,1
12125,2026-03-15,Direct,/home,11,9,0.2283,196.1,4.17,1.0,1
16061,2026-06-02,Social,/checkout,5,4,0.4171,133.7,2.3,0.0,0
10465,2026-02-10,Paid Search,/contact,7,7,0.6603,115.8,1.99,0.0,0
18184,2026-07-15,Referral,/product/winter-jackets,10,9,0.305,202.1,2.7,0.0,0
17772,2026-07-07,Organic Search,/checkout,11,10,0.317,226.1,3.0,1.0,1
14030,2026-04-23,Organic Search,/product/running-shoes,38,34,0.4466,263.2,2.19,3.0,4
16249,2026-06-06,Referral,/checkout,2,2,0.2249,288.8,3.51,0.0,0
18563,2026-07-23,Organic Search,/product/backpacks,20,19,0.4574,191.5,2.28,0.0,0
11357,2026-02-28,Paid Search,/blog/summer-sale-guide,8,8,,252.1,1.5,0.0,1
15818,2026-05-28,Direct,/blog/how-to-choose-running-shoes,10,9,0.5528,265.3,2.03,0.0,0
13489,2026-04-12,Paid Search,/home,43,41,0.4288,171.4,3.16,4.0,5
14390,2026-04-30,Paid Search,/product/winter-jackets,12,12,0.5395,179.0,,2.0,5
16338,2026-06-08,Paid Search,/checkout,10,10,0.305,185.2,3.11,2.0,3
14950,2026-05-11, referral ,/blog/how-to-choose-running-shoes,13,12,0.49,229.1,2.66,0.0,0
12086,2026-03-15,Organic Search,/product/running-shoes,24,22,0.3593,204.3,2.85,1.0,1
12660,2026-03-26,Referral,/about-us,7,6,0.4145,183.3,2.44,1.0,1
14265,2026-04-27,Social,/contact,7,6,0.8364,50.7,,0.0,0
17904,2026-07-09,Direct,/product/winter-jackets,18,17,0.366,232.1,2.95,1.0,2
10699,2026-02-15,Organic Search,/product/winter-jackets,18,16,0.4612,205.2,2.36,1.0,2
14040,2026-04-23,Paid Search,/product/running-shoes,16,15,0.5071,171.4,,2.0,3
15138,2026-05-15,Paid Search,/product/backpacks,8,7,0.437,196.0,2.74,0.0,1
17859,2026-07-08,Direct,/about-us,11,11,0.386,166.8,3.23,0.0,0
11753,2026-03-08,Paid Search,/blog/how-to-choose-running-shoes,12,11,0.6756,220.4,1.52,1.0,1
10087,2026-02-02,Social,/about-us,8,7,0.6363,52.9,2.04,0.0,0
15317,2026-05-18,Direct,/product/backpacks,8,7,0.4007,254.1,3.83,0.0,0
17975,2026-07-11,Paid Search,/product/backpacks,8,7,0.5479,154.5,2.54,0.0,0
18071,2026-07-13,Organic Search,/checkout,15,14,0.3387,235.1,3.15,2.0,2
13983,2026-04-22,Organic Search,/blog/how-to-choose-running-shoes,20,17,0.624,287.0,1.09,0.0,0
12426,2026-03-21,Direct,/product/winter-jackets,7,6,0.337,225.5,3.19,0.0,0
14542,2026-05-03,Paid Search,/blog/how-to-choose-running-shoes,8,7,0.5584,216.1,2.04,1.0,1
13400,2026-04-10,Referral,/home,22,19,0.3529,,2.77,1.0,2
13671,2026-04-15,Direct,/product/winter-jackets,12,10,0.3559,144.3,2.83,0.0,1
16932,2026-06-20,Paid Search,/blog/summer-sale-guide,19,16,0.5935,193.7,2.17,0.0,1
16661,2026-06-14,Direct,/product/backpacks,4,4,0.3302,217.3,2.22,0.0,0
11355,2026-02-28,Paid Search,/product/backpacks,6,6,0.4707,166.5,2.88,0.0,0
18933,2026-07-30,Referral,/blog/how-to-choose-running-shoes,11,11,0.5078,225.9,2.06,0.0,0
10398,2026-02-09,Organic Search,/home,32,30,0.2482,184.1,3.48,2.0,2
14878,2026-05-10,Organic Search,/product/running-shoes,31,26,0.3667,203.0,2.75,3.0,4
17991,2026-07-11,Referral,/checkout,4,3,0.2039,,3.73,1.0,1
15484,2026-05-22,Paid Search,/home,30,26,0.4297,152.9,2.36,1.0,2
12820,2026-03-29,Social,/pricing,6,5,0.5332,69.0,1.86,0.0,0
17693,2026-07-05,Social,/home,22,20,0.537,117.5,1.42,0.0,0
18925,2026-07-30,Paid Search,/about-us,6,5,0.5338,137.8,2.71,0.0,0
13126,2026-04-04,Direct,/blog/summer-sale-guide,7,7,0.5904,241.5,2.02,1.0,1
18415,2026-07-20,Organic Search,/blog/summer-sale-guide,31,26,0.711,241.6,1.14,1.0,2
14397,2026-04-30,Paid Search,/checkout,2,2,0.3494,173.2,3.31,0.0,0
14478,2026-05-02,Organic Search,/home,29,24,0.4354,240.4,2.53,0.0,0
18985,2026-07-31,Referral,/about-us,7,6,0.453,99.5,1.73,0.0,0
14782,2026-05-08,Organic Search,/blog/how-to-choose-running-shoes,25,22,0.5937,,1.74,0.0,0
16404,2026-06-09,Social,/blog/summer-sale-guide,17,15,0.7862,186.0,1.17,,1
17213,2026-06-25,Direct,/pricing,6,5,0.296,262.8,4.28,1.0,1
18394,2026-07-19,Social,/product/backpacks,5,4,0.6352,98.9,1.23,0.0,0
18317,2026-07-18,Organic Search,/blog/summer-sale-guide,23,22,0.6163,204.1,1.58,0.0,0
18387,2026-07-19,Referral,/about-us,3,3,0.4901,172.6,2.4,0.0,0
14372,2026-04-29,Direct,/blog/how-to-choose-running-shoes,8,8,0.4743,271.2,2.69,0.0,0
13627,2026-04-14,Direct,/pricing,6,5,0.2921,279.7,3.31,1.0,1
13849,2026-04-19,Referral,/home,5,4,0.3711,186.2,2.81,0.0,0
13850,2026-04-19,Referral,/product/running-shoes,8,7,0.4368,214.7,1.73,0.0,0
16053,2026-06-02,Social,/product/running-shoes,25,21,0.5504,85.9,2.09,2.0,2
11231,2026-02-25,Social,/checkout,1,1,0.4707,80.5,2.52,0.0,0
18682,2026-07-25,Referral,/product/backpacks,10,9,0.4272,211.9,3.08,0.0,0
16554,2026-06-12,Social,/about-us,3,2,0.6581,20.8,1.53,0.0,0
14501,2026-05-02,Referral,/product/backpacks,6,5,0.242,177.4,2.93,0.0,0
15164,2026-05-15,Social,/checkout,4,4,0.4564,148.2,2.8,,0
17616,2026-07-04,Organic Search,/product/backpacks,20,18,0.4563,191.2,,1.0,1
15185,2026-05-16,Paid Search,/home,33,29,0.4095,94.3,2.62,2.0,2
11154,2026-02-24,Paid Search,/product/winter-jackets,9,8,0.3553,155.7,3.49,0.0,0
16894,2026-06-19,Referral,/contact,6,5,0.5884,150.1,,1.0,1
14432,2026-05-01,Organic Search,/blog/how-to-choose-running-shoes,25,24,0.5721,225.6,1.94,1.0,1
17872,2026-07-09,Organic Search,/checkout,6,5,0.3732,201.2,2.37,1.0,1
13246,2026-04-07,Paid Search,/about-us,15,14,0.6157,121.9,1.18,1.0,1
13294,2026-04-08,Paid Search,/blog/how-to-choose-running-shoes,16,15,,257.6,1.95,0.0,0
18104,2026-07-13,Direct,/product/winter-jackets,9,8,0.3814,216.6,2.02,0.0,0
16888,2026-06-19,Referral,/product/running-shoes,16,15,0.3526,247.2,3.02,0.0,0
18417,2026-07-20,Organic Search,/contact,7,6,0.6691,130.8,1.7,0.0,0
10684,2026-02-14,Social,/contact,4,4,0.7489,10.0,1.8,0.0,0
18473,2026-07-21,Paid Search,/product/backpacks,9,9,0.5106,202.5,1.85,0.0,0
16617,2026-06-13,Direct,/checkout,4,3,0.1723,233.1,3.87,1.0,1
16784,2026-06-17,Paid Search,/about-us,8,7,0.6227,150.0,1.86,0.0,0
13305,2026-04-08,Referral,/blog/summer-sale-guide,12,10,0.5547,180.3,1.92,1.0,1
13589,2026-04-14,Paid Search,/home,40,36,0.3951,184.4,2.44,2.0,2
13181,2026-04-06,Organic Search,/product/running-shoes,39,32,0.3278,209.3,3.22,3.0,3
15087,2026-05-14,Paid Search,/product/winter-jackets,14,12,0.4519,132.7,2.91,2.0,2
17626,2026-07-04,Paid Search,/product/backpacks,10,9,0.3836,152.4,2.21,1.0,1
16616,2026-06-13,Direct,/pricing,4,3,0.3736,264.4,2.36,0.0,0
13376,2026-04-09,Direct,/about-us,6,5,0.4348,198.2,3.02,0.0,0
11733,2026-03-07,Direct,/product/backpacks,4,4,0.3398,221.9,2.07,0.0,0
17843,2026-07-08,Social,/home,20,18,0.6071,103.8,1.71,0.0,0
10289,2026-02-06,Social,/pricing,9,8,0.4599,102.3,1.6,0.0,1
12377,2026-03-20,Direct,/product/backpacks,8,8,0.3505,270.4,2.86,1.0,1
18573,2026-07-23,Paid Search,/product/backpacks,12,10,0.5448,217.9,2.39,0.0,1
18634,2026-07-24,Referral,/blog/summer-sale-guide,12,11,0.612,254.1,1.94,1.0,1
16159,2026-06-04,Social,/pricing,5,4,0.4724,120.5,2.13,0.0,0
16770,2026-06-17,Organic Search,/product/winter-jackets,27,25,0.431,179.6,2.92,2.0,3
18606,2026-07-23,Direct,/contact,5,4,0.5417,128.6,2.24,0.0,0
16603,2026-06-13,Social,/blog/summer-sale-guide,6,6,0.7515,139.8,1.56,0.0,0
15849,2026-05-29,Referral,/blog/summer-sale-guide,5,4,0.6028,291.8,2.16,0.0,0
16496,2026-06-11,Referral,/pricing,9,7,0.3024,212.6,3.32,0.0,1
16610,2026-06-13,Direct,/product/winter-jackets,5,5,0.365,194.8,2.31,1.0,1
12539,2026-03-24,Organic Search,/blog/summer-sale-guide,24,23,,179.0,1.72,,1
16227,2026-06-06,Organic Search,/about-us,6,5,0.5587,195.7,2.14,0.0,0
15286,2026-05-18,Paid Search,/product/winter-jackets,16,13,0.5277,190.9,2.04,2.0,2
14959,2026-05-11,Social,/blog/how-to-choose-running-shoes,18,16,0.7007,214.3,1.48,0.0,0
11111,2026-02-23,Paid Search,/checkout,8,7,0.2633,172.7,3.3,2.0,2
12356,2026-03-20,Referral,/product/winter-jackets,7,7,0.3045,154.0,3.85,0.0,1
17363,2026-06-29,Organic Search,/home,48,41,0.3685,161.8,3.03,4.0,4
15506,2026-05-22,Social,/product/winter-jackets,16,13,0.6511,93.7,1.15,0.0,0
15558,2026-05-23,Social,/blog/how-to-choose-running-shoes,8,7,0.7138,135.0,1.0,0.0,0
13794,2026-04-18,Paid Search,/blog/summer-sale-guide,18,17,0.6864,219.6,1.27,1.0,1
10038,2026-02-01,Social,/contact,3,3,0.7422,48.0,1.0,0.0,0
10751,2026-02-16,Organic Search,/contact,10,8,0.5742,122.2,2.3,0.0,0
12502,2026-03-23,Paid Search,/pricing,7,7,0.4192,193.6,2.39,1.0,1
16769,2026-06-17,Organic Search,/product/running-shoes,40,38,0.41,235.2,2.93,2.0,2
18170,2026-07-15,Organic Search,/pricing,21,20,0.2553,234.9,2.88,1.0,2
14251,2026-04-27,Referral,/product/backpacks,8,8,0.4065,216.3,2.63,2.0,2
18691,2026-07-25,Social,/product/winter-jackets,10,9,0.6507,76.0,1.6,0.0,0
10257,2026-02-06,Organic Search,/about-us,10,10,0.4629,183.4,2.69,0.0,0
12450,2026-03-22,Paid Search,/about-us,7,6,0.617,129.7,1.89,0.0,0
11660,2026-03-06,Referral,/home,13,12,0.3702,174.2,3.06,0.0,1
